s,C,C,C
 1.0460037E+003, 2.0307630E+001, 9.6448850E+001, 1.3417225E+002
 1.0470110E+003, 2.0302523E+001, 9.8267044E+001, 1.3465559E+002
 1.0480059E+003, 2.0309609E+001, 9.3542560E+001, 1.3305246E+002
 1.0490010E+003, 2.0278499E+001, 1.0146174E+002, 1.3435190E+002
 1.0500096E+003, 2.0274489E+001, 7.7336410E+001, 1.3285377E+002
 1.0510081E+003, 2.0267177E+001, 9.1380420E+001, 1.3163217E+002
 1.0520197E+003, 2.0262860E+001, 9.5760749E+001, 1.3190666E+002
 1.0530159E+003, 2.0250503E+001, 6.8853631E+001, 1.3177122E+002
 1.0540107E+003, 2.0232379E+001, 9.3138344E+001, 1.3312595E+002
 1.0550064E+003, 2.0240115E+001, 8.5559796E+001, 1.3230705E+002
 1.0560141E+003, 2.0262831E+001, 9.0407747E+001, 1.3204982E+002
 1.0570044E+003, 2.0264614E+001, 9.6238079E+001, 1.3139863E+002
 1.0580234E+003, 2.0276795E+001, 9.3914327E+001, 1.3228356E+002
 1.0590023E+003, 2.0275108E+001, 1.0283952E+002, 1.3310935E+002
 1.0600092E+003, 2.0269265E+001, 7.4330689E+001, 1.3387396E+002
 1.0610077E+003, 2.0264241E+001, 1.0289841E+002, 1.3226268E+002
 1.0620075E+003, 2.0268444E+001, 1.0718862E+002, 1.3351955E+002
 1.0630200E+003, 2.0253965E+001, 1.0337873E+002, 1.3473572E+002
 1.0640171E+003, 2.0269353E+001, 1.0306118E+002, 1.3434068E+002
 1.0650138E+003, 2.0278464E+001, 1.0372619E+002, 1.3300573E+002
 1.0660076E+003, 2.0278629E+001, 9.9345927E+001, 1.3225404E+002
 1.0670084E+003, 2.0287588E+001, 9.3723475E+001, 1.3241062E+002
 1.0680055E+003, 2.0315190E+001, 9.3592439E+001, 1.3287194E+002
 1.0690159E+003, 2.0292050E+001, 1.1097621E+002, 1.3621993E+002
 1.0700140E+003, 2.0284051E+001, 8.2947574E+001, 1.3429243E+002
 1.0710175E+003, 2.0295236E+001, 7.9291230E+001, 1.3905564E+002
 1.0720145E+003, 2.0284037E+001, 9.2211358E+001, 1.3383307E+002
 1.0730071E+003, 2.0296569E+001, 8.2963730E+001, 1.3461443E+002
 1.0740116E+003, 2.0274915E+001, 9.3375347E+001, 1.3408409E+002
 1.0750170E+003, 2.0287637E+001, 9.7461704E+001, 1.3468093E+002
 1.0760086E+003, 2.0283273E+001, 9.7439609E+001, 1.3376395E+002
 1.0770094E+003, 2.0278720E+001, 9.3102032E+001, 1.3397440E+002
 1.0780097E+003, 2.0278331E+001, 9.8447801E+001, 1.3423654E+002
 1.0790036E+003, 2.0278155E+001, 8.8015281E+001, 1.3467523E+002
 1.0800046E+003, 2.0261467E+001, 9.2997226E+001, 1.3405538E+002
 1.0810149E+003, 2.0288701E+001, 9.6755399E+001, 1.3288671E+002
 1.0820133E+003, 2.0276167E+001, 1.0574230E+002, 1.3416211E+002
 1.0830214E+003, 2.0278861E+001, 1.0262818E+002, 1.3336913E+002
 1.0840079E+003, 2.0276074E+001, 8.6850415E+001, 1.3292950E+002
 1.0850166E+003, 2.0280468E+001, 9.0609672E+001, 1.3429020E+002
 1.0860161E+003, 2.0276388E+001, 7.3637065E+001, 1.3672951E+002
 1.0870134E+003, 2.0281859E+001, 7.5091297E+001, 1.3473113E+002
 1.0880055E+003, 2.0323483E+001, 1.0557434E+002, 1.3487111E+002
 1.0890019E+003, 2.0316308E+001, 8.9964761E+001, 1.3648851E+002
 1.0900093E+003, 2.0294046E+001, 8.3721937E+001, 1.3535513E+002
 1.0910156E+003, 2.0277689E+001, 8.5393292E+001, 1.3561929E+002
 1.0920119E+003, 2.0277884E+001, 9.1340249E+001, 1.3542463E+002
 1.0930190E+003, 2.0304263E+001, 7.9679718E+001, 1.3461478E+002
 1.0940061E+003, 2.0289227E+001, 7.4533000E+001, 1.3511394E+002
 1.0950052E+003, 2.0297168E+001, 1.0106510E+002, 1.3381971E+002
 1.0960023E+003, 2.0295293E+001, 9.6480409E+001, 1.3297622E+002
 1.0970190E+003, 2.0285242E+001, 9.2512964E+001, 1.3263951E+002
 1.0980210E+003, 2.0287177E+001, 9.1618076E+001, 1.3408514E+002
 1.0990211E+003, 2.0306302E+001, 8.7603020E+001, 1.3318915E+002
 1.1000184E+003, 2.0296217E+001, 7.8494867E+001, 1.3358247E+002
 1.1010025E+003, 2.0298815E+001, 9.1343283E+001, 1.3276130E+002
 1.1020054E+003, 2.0301544E+001, 1.0215271E+002, 1.3420835E+002
 1.1030196E+003, 2.0301971E+001, 1.0597622E+002, 1.3306541E+002
 1.1040031E+003, 2.0291778E+001, 1.0745943E+002, 1.3498940E+002
 1.1050027E+003, 2.0272269E+001, 8.8690108E+001, 1.3348785E+002
 1.1060141E+003, 2.0271292E+001, 8.8731044E+001, 1.3402228E+002
 1.1070039E+003, 2.0345653E+001, 8.0162533E+001, 1.3328342E+002
 1.1080219E+003, 2.0348909E+001, 8.3697624E+001, 1.3413968E+002
 1.1090074E+003, 2.0304452E+001, 1.0253098E+002, 1.3428920E+002
 1.1100099E+003, 2.0318094E+001, 8.8544389E+001, 1.3222009E+002
 1.1110033E+003, 2.0336362E+001, 8.2920753E+001, 1.3289884E+002
 1.1120130E+003, 2.0319375E+001, 8.8366523E+001, 1.3228360E+002
 1.1130004E+003, 2.0316128E+001, 1.0303229E+002, 1.3347237E+002
 1.1140116E+003, 2.0329550E+001, 8.2723180E+001, 1.3386791E+002
 1.1150178E+003, 2.0321424E+001, 6.9073833E+001, 1.3355660E+002
 1.1160147E+003, 2.0314908E+001, 1.0146338E+002, 1.3746226E+002
 1.1170170E+003, 2.0308626E+001, 1.0424947E+002, 1.3642477E+002
 1.1180003E+003, 2.0322205E+001, 6.9270605E+001, 1.3340888E+002
 1.1190158E+003, 2.0291587E+001, 1.0340486E+002, 1.3229339E+002
 1.1200207E+003, 2.0284043E+001, 1.0921651E+002, 1.3211007E+002
 1.1210197E+003, 2.0297243E+001, 1.1302305E+002, 1.3273394E+002
 1.1220064E+003, 2.0286327E+001, 9.3605338E+001, 1.3400207E+002
 1.1230044E+003, 2.0300500E+001, 1.0101514E+002, 1.3385048E+002
 1.1240034E+003, 2.0296892E+001, 7.6628264E+001, 1.3505328E+002
 1.1250123E+003, 2.0270441E+001, 6.9144896E+001, 1.3454069E+002
 1.1260059E+003, 2.0267322E+001, 1.0023959E+002, 1.3422425E+002
 1.1270174E+003, 2.0309545E+001, 1.1143056E+002, 1.3402096E+002
 1.1280138E+003, 2.0319924E+001, 9.7610654E+001, 1.3436224E+002
 1.1290161E+003, 2.0339832E+001, 6.5090972E+001, 1.3570621E+002
 1.1300128E+003, 2.0344773E+001, 1.0204102E+002, 1.3319043E+002
 1.1310033E+003, 2.0360983E+001, 9.5833117E+001, 1.3295932E+002
 1.1320064E+003, 2.0353336E+001, 1.0063655E+002, 1.3311707E+002
 1.1330127E+003, 2.0343728E+001, 1.0090812E+002, 1.3312753E+002
 1.1340036E+003, 2.0343944E+001, 1.0338575E+002, 1.3368347E+002
 1.1350171E+003, 2.0354374E+001, 1.0790893E+002, 1.3213255E+002
 1.1360061E+003, 2.0345238E+001, 8.3707513E+001, 1.3459773E+002
 1.1370132E+003, 2.0303077E+001, 9.5721516E+001, 1.3389872E+002
 1.1380116E+003, 2.0287502E+001, 1.0405561E+002, 1.3380780E+002
 1.1390177E+003, 2.0303601E+001, 1.0880941E+002, 1.3721529E+002
 1.1400097E+003, 2.0314024E+001, 1.0549098E+002, 1.3764416E+002
 1.1410203E+003, 2.0295165E+001, 1.0797717E+002, 1.3985933E+002
 1.1420006E+003, 2.0291648E+001, 1.0311736E+002, 1.3954267E+002
 1.1430054E+003, 2.0299582E+001, 6.0284433E+001, 1.3572545E+002
 1.1440022E+003, 2.0308709E+001, 9.6297419E+001, 1.3585737E+002
 1.1450108E+003, 2.0295407E+001, 9.4956172E+001, 1.3488539E+002
 1.1460008E+003, 2.0293821E+001, 7.8908350E+001, 1.3312088E+002
 1.1470076E+003, 2.0294121E+001, 9.1747635E+001, 1.3606328E+002
 1.1480150E+003, 2.0281139E+001, 1.0353909E+002, 1.3761599E+002
 1.1490000E+003, 2.0291737E+001, 9.7428480E+001, 1.3718812E+002
 1.1500129E+003, 2.0289728E+001, 1.0232068E+002, 1.3680735E+002
 1.1510120E+003, 2.0310955E+001, 1.0222868E+002, 1.3452323E+002
 1.1520035E+003, 2.0290719E+001, 9.5242304E+001, 1.3583911E+002
 1.1530105E+003, 2.0295943E+001, 8.8639958E+001, 1.3630932E+002
 1.1540169E+003, 2.0307688E+001, 9.6185793E+001, 1.3510524E+002
 1.1550050E+003, 2.0313743E+001, 9.0803891E+001, 1.3459732E+002
 1.1560034E+003, 2.0308927E+001, 1.1674418E+002, 1.3348748E+002
 1.1570128E+003, 2.0317737E+001, 9.4216653E+001, 1.3633507E+002
 1.1580161E+003, 2.0291273E+001, 9.2422551E+001, 1.3528533E+002
 1.1590078E+003, 2.0284954E+001, 8.0362783E+001, 1.3592595E+002
 1.1600086E+003, 2.0296415E+001, 8.0938226E+001, 1.3422221E+002
 1.1610106E+003, 2.0296855E+001, 1.0374933E+002, 1.3550726E+002
 1.1620123E+003, 2.0302090E+001, 7.7670458E+001, 1.3779008E+002
 1.1630063E+003, 2.0313915E+001, 7.5906219E+001, 1.3484885E+002
 1.1640171E+003, 2.0317703E+001, 1.0081371E+002, 1.3609860E+002
 1.1650052E+003, 2.0308625E+001, 8.9359693E+001, 1.3538387E+002
 1.1660134E+003, 2.0289270E+001, 7.4419933E+001, 1.3749327E+002
 1.1670091E+003, 2.0309660E+001, 8.8450671E+001, 1.3584403E+002
 1.1680144E+003, 2.0300200E+001, 8.6369278E+001, 1.3515499E+002
 1.1690155E+003, 2.0296749E+001, 7.4145757E+001, 1.3382119E+002
 1.1700154E+003, 2.0289912E+001, 5.3608308E+001, 1.3446743E+002
 1.1710047E+003, 2.0299511E+001, 8.9127262E+001, 1.3501308E+002
 1.1720145E+003, 2.0306111E+001, 8.8177880E+001, 1.3455456E+002
 1.1730048E+003, 2.0310377E+001, 1.0329793E+002, 1.3411646E+002
 1.1740010E+003, 2.0301895E+001, 9.3800095E+001, 1.3389196E+002
 1.1750190E+003, 2.0316126E+001, 1.0245370E+002, 1.3544340E+002
 1.1760061E+003, 2.0320452E+001, 9.9944966E+001, 1.3455388E+002
 1.1770073E+003, 2.0293236E+001, 9.4018579E+001, 1.3571070E+002
 1.1780181E+003, 2.0306576E+001, 6.8785552E+001, 1.3400032E+002
 1.1790223E+003, 2.0301807E+001, 1.1050143E+002, 1.3551663E+002
 1.1800153E+003, 2.0290110E+001, 1.0480256E+002, 1.3286438E+002
 1.1810010E+003, 2.0296071E+001, 1.0514808E+002, 1.3359453E+002
 1.1820223E+003, 2.0320332E+001, 8.2522907E+001, 1.3363314E+002
 1.1830153E+003, 2.0297746E+001, 1.0306004E+002, 1.3399260E+002
 1.1840010E+003, 2.0340998E+001, 1.0447326E+002, 1.3365735E+002
 1.1850116E+003, 2.0330508E+001, 9.4660725E+001, 1.3562852E+002
 1.1860101E+003, 2.0326105E+001, 9.9109277E+001, 1.3379182E+002
 1.1870036E+003, 2.0296683E+001, 1.0957829E+002, 1.3376028E+002
 1.1880127E+003, 2.0336145E+001, 1.0464271E+002, 1.3274677E+002
 1.1890061E+003, 2.0321664E+001, 8.3607288E+001, 1.3304536E+002
 1.1900040E+003, 2.0313774E+001, 1.1109263E+002, 1.3240223E+002
 1.1910181E+003, 2.0319088E+001, 9.6536428E+001, 1.3335487E+002
 1.1920192E+003, 2.0306319E+001, 9.1563238E+001, 1.3354501E+002
 1.1930165E+003, 2.0325640E+001, 1.0054762E+002, 1.3199498E+002
 1.1940099E+003, 2.0311605E+001, 9.0445809E+001, 1.3432297E+002
 1.1950032E+003, 2.0297622E+001, 1.0514163E+002, 1.3344374E+002
 1.1960219E+003, 2.0320823E+001, 9.7912395E+001, 1.3455254E+002
 1.1970078E+003, 2.0322748E+001, 9.0516608E+001, 1.3559457E+002
 1.1980038E+003, 2.0321872E+001, 8.3177871E+001, 1.3687201E+002
 1.1990000E+003, 2.0324839E+001, 7.9217849E+001, 1.3552269E+002
 1.2000084E+003, 2.0312957E+001, 6.9655257E+001, 1.3518402E+002
 1.2010061E+003, 2.0305646E+001, 8.9169760E+001, 1.3640299E+002
 1.2020170E+003, 2.0302146E+001, 9.1932601E+001, 1.3519437E+002
 1.2030213E+003, 2.0296498E+001, 9.7200127E+001, 1.3545549E+002
 1.2040137E+003, 2.0304721E+001, 1.0581130E+002, 1.3480813E+002
 1.2050154E+003, 2.0286881E+001, 9.5840777E+001, 1.3462460E+002
 1.2060078E+003, 2.0283280E+001, 7.8628597E+001, 1.3444674E+002
 1.2070134E+003, 2.0289630E+001, 7.6950100E+001, 1.3457771E+002
 1.2080139E+003, 2.0304423E+001, 7.7156862E+001, 1.3604401E+002
 1.2090117E+003, 2.0307618E+001, 1.0916093E+002, 1.3514713E+002
 1.2100176E+003, 2.0314471E+001, 1.0140516E+002, 1.3580244E+002
 1.2110091E+003, 2.0326703E+001, 1.0283198E+002, 1.3563357E+002
 1.2120073E+003, 2.0306446E+001, 1.0991353E+002, 1.3340359E+002
 1.2130046E+003, 2.0293762E+001, 1.0368680E+002, 1.3498652E+002
 1.2140083E+003, 2.0308632E+001, 8.8106144E+001, 1.3538551E+002
 1.2150044E+003, 2.0308299E+001, 1.1192895E+002, 1.3763476E+002
 1.2160099E+003, 2.0321035E+001, 9.8106006E+001, 1.3418163E+002
 1.2170189E+003, 2.0318518E+001, 1.0533725E+002, 1.3533267E+002
 1.2180053E+003, 2.0336256E+001, 6.3043148E+001, 1.3385688E+002
 1.2190076E+003, 2.0347074E+001, 9.7402000E+001, 1.3465278E+002
 1.2200026E+003, 2.0338041E+001, 1.1299123E+002, 1.3632971E+002
 1.2210194E+003, 2.0345345E+001, 1.0759185E+002, 1.3738758E+002
 1.2220016E+003, 2.0347216E+001, 9.9442945E+001, 1.3671961E+002
 1.2230109E+003, 2.0331802E+001, 9.9184837E+001, 1.3884506E+002
 1.2240003E+003, 2.0335194E+001, 7.8901706E+001, 1.3973784E+002
 1.2250067E+003, 2.0322597E+001, 8.5843059E+001, 1.3558636E+002
 1.2260044E+003, 2.0318248E+001, 1.0842535E+002, 1.3822711E+002
 1.2270183E+003, 2.0320610E+001, 8.7593987E+001, 1.3458337E+002
 1.2280196E+003, 2.0319677E+001, 8.9222842E+001, 1.3776751E+002
 1.2290113E+003, 2.0295434E+001, 1.0577746E+002, 1.3547583E+002
 1.2300089E+003, 2.0292781E+001, 9.7643580E+001, 1.3631488E+002
 1.2310038E+003, 2.0304320E+001, 1.0392460E+002, 1.3463656E+002
 1.2320040E+003, 2.0316629E+001, 1.0844181E+002, 1.3538588E+002
 1.2330084E+003, 2.0324734E+001, 1.0026224E+002, 1.3473223E+002
 1.2340029E+003, 2.0324762E+001, 9.6641423E+001, 1.3440744E+002
 1.2350072E+003, 2.0368770E+001, 1.0276728E+002, 1.3539116E+002
 1.2360032E+003, 2.0362192E+001, 7.8930585E+001, 1.3418215E+002
 1.2370027E+003, 2.0332048E+001, 8.1891518E+001, 1.3398924E+002
 1.2380194E+003, 2.0328815E+001, 9.7699459E+001, 1.3567433E+002
 1.2390127E+003, 2.0345716E+001, 1.0714430E+002, 1.3406508E+002
 1.2400004E+003, 2.0374249E+001, 9.7043660E+001, 1.3736008E+002
 1.2410067E+003, 2.0336248E+001, 7.4012954E+001, 1.3544939E+002
 1.2420024E+003, 2.0325748E+001, 1.0204484E+002, 1.3476066E+002
 1.2430206E+003, 2.0326586E+001, 1.0754549E+002, 1.3659541E+002
 1.2440177E+003, 2.0330238E+001, 1.0635563E+002, 1.3776518E+002
 1.2450148E+003, 2.0331304E+001, 9.8852586E+001, 1.3737754E+002
 1.2460118E+003, 2.0350752E+001, 8.1293810E+001, 1.3768158E+002
 1.2470089E+003, 2.0325662E+001, 6.3634258E+001, 1.3695948E+002
 1.2480123E+003, 2.0313701E+001, 9.3184580E+001, 1.3837351E+002
 1.2490203E+003, 2.0316628E+001, 9.9910972E+001, 1.3590551E+002
 1.2500050E+003, 2.0293709E+001, 1.0131360E+002, 1.3627948E+002
 1.2510163E+003, 2.0319818E+001, 5.9951019E+001, 1.3554792E+002
 1.2520077E+003, 2.0301287E+001, 1.0317194E+002, 1.3583290E+002
 1.2530102E+003, 2.0327943E+001, 8.2615737E+001, 1.3938772E+002
 1.2540050E+003, 2.0355868E+001, 9.7972006E+001, 1.3758678E+002
 1.2550010E+003, 2.0317369E+001, 1.0064367E+002, 1.3747425E+002
 1.2560120E+003, 2.0324957E+001, 8.9604694E+001, 1.3924381E+002
 1.2570041E+003, 2.0352446E+001, 6.7703833E+001, 1.3904947E+002
 1.2580186E+003, 2.0330646E+001, 6.8517589E+001, 1.3787256E+002
 1.2590127E+003, 2.0351728E+001, 9.9365554E+001, 1.3675447E+002
 1.2600190E+003, 2.0324309E+001, 1.0593339E+002, 1.3535454E+002
 1.2610183E+003, 2.0309994E+001, 1.0133553E+002, 1.4036335E+002
 1.2620018E+003, 2.0303678E+001, 7.9489720E+001, 1.3886936E+002
 1.2630074E+003, 2.0314945E+001, 8.4108848E+001, 1.3821656E+002
 1.2640013E+003, 2.0350948E+001, 8.6782419E+001, 1.3761391E+002
 1.2650201E+003, 2.0339123E+001, 8.0551280E+001, 1.3656486E+002
 1.2660188E+003, 2.0304181E+001, 9.9128842E+001, 1.3556656E+002
 1.2670046E+003, 2.0316382E+001, 9.1320751E+001, 1.3558590E+002
 1.2680100E+003, 2.0345489E+001, 8.6208970E+001, 1.3652855E+002
 1.2690152E+003, 2.0345869E+001, 9.4076819E+001, 1.3826720E+002
 1.2700187E+003, 2.0338082E+001, 6.1049463E+001, 1.3508892E+002
 1.2710054E+003, 2.0328426E+001, 9.4783231E+001, 1.3645184E+002
 1.2720087E+003, 2.0312068E+001, 9.1344711E+001, 1.3617862E+002
 1.2730131E+003, 2.0336753E+001, 4.8273814E+001, 1.3727913E+002
 1.2740033E+003, 2.0326008E+001, 8.9736270E+001, 1.3665124E+002
 1.2750173E+003, 2.0309383E+001, 7.3916864E+001, 1.3521415E+002
 1.2760153E+003, 2.0300022E+001, 1.0221925E+002, 1.3785081E+002
 1.2770005E+003, 2.0300149E+001, 9.7533295E+001, 1.3681210E+002
 1.2780114E+003, 2.0317030E+001, 1.0578777E+002, 1.3406944E+002
 1.2790080E+003, 2.0343387E+001, 1.0894387E+002, 1.3414459E+002
 1.2800026E+003, 2.0331476E+001, 1.0470089E+002, 1.3420883E+002
 1.2810237E+003, 2.0289121E+001, 7.8349954E+001, 1.3590011E+002
 1.2820073E+003, 2.0288645E+001, 9.7467671E+001, 1.3511758E+002
 1.2830105E+003, 2.0327462E+001, 9.1059057E+001, 1.3569060E+002
 1.2840178E+003, 2.0298660E+001, 8.5720390E+001, 1.3808311E+002
 1.2850197E+003, 2.0298407E+001, 8.6746664E+001, 1.3523667E+002
 1.2860170E+003, 2.0328930E+001, 9.7037342E+001, 1.3708461E+002
 1.2870162E+003, 2.0339191E+001, 1.0543001E+002, 1.3647407E+002
 1.2880175E+003, 2.0336111E+001, 9.9452121E+001, 1.3633066E+002
 1.2890008E+003, 2.0334346E+001, 9.5290037E+001, 1.3686453E+002
 1.2900205E+003, 2.0361470E+001, 8.3516995E+001, 1.3536685E+002
 1.2910135E+003, 2.0354060E+001, 1.0253346E+002, 1.3678327E+002
 1.2920068E+003, 2.0359426E+001, 9.4490644E+001, 1.3619338E+002
 1.2930023E+003, 2.0373695E+001, 9.9920211E+001, 1.3473674E+002
 1.2940177E+003, 2.0382037E+001, 1.0577043E+002, 1.3486622E+002
 1.2950052E+003, 2.0372298E+001, 9.3395800E+001, 1.3690308E+002
 1.2960003E+003, 2.0352098E+001, 9.7093296E+001, 1.3566697E+002
 1.2970119E+003, 2.0337847E+001, 9.3052194E+001, 1.3510133E+002
 1.2980110E+003, 2.0348156E+001, 6.9699534E+001, 1.3449920E+002
 1.2990170E+003, 2.0344219E+001, 9.6750577E+001, 1.3294791E+002
 1.3000053E+003, 2.0347092E+001, 9.9660593E+001, 1.3249866E+002
 1.3010205E+003, 2.0322026E+001, 1.0195572E+002, 1.3171243E+002
 1.3020036E+003, 2.0315566E+001, 1.0840765E+002, 1.3273745E+002
 1.3030050E+003, 2.0335097E+001, 1.0113046E+002, 1.3280463E+002
 1.3040004E+003, 2.0340169E+001, 7.9087994E+001, 1.3301063E+002
 1.3050197E+003, 2.0332380E+001, 4.8191086E+001, 1.3479412E+002
 1.3060033E+003, 2.0331878E+001, 7.7718819E+001, 1.3446295E+002
 1.3070013E+003, 2.0313325E+001, 9.2204861E+001, 1.3476756E+002
 1.3080098E+003, 2.0308679E+001, 1.0169027E+002, 1.3678619E+002
 1.3090209E+003, 2.0291032E+001, 9.8726916E+001, 1.3377036E+002
 1.3100013E+003, 2.0305060E+001, 9.0921068E+001, 1.3465438E+002
 1.3110128E+003, 2.0320316E+001, 1.1052784E+002, 1.3422951E+002
 1.3120137E+003, 2.0322434E+001, 5.6061585E+001, 1.3459750E+002
 1.3130028E+003, 2.0316484E+001, 9.0973413E+001, 1.3488227E+002
 1.3140165E+003, 2.0328990E+001, 9.6905394E+001, 1.3484115E+002
 1.3150063E+003, 2.0316689E+001, 8.6214591E+001, 1.3406285E+002
 1.3160046E+003, 2.0313617E+001, 9.0725680E+001, 1.3797724E+002
 1.3170042E+003, 2.0338323E+001, 9.9892409E+001, 1.3559029E+002
 1.3180015E+003, 2.0330647E+001, 8.8609284E+001, 1.3542302E+002
 1.3190087E+003, 2.0319770E+001, 9.4689415E+001, 1.3470286E+002
 1.3200209E+003, 2.0299896E+001, 9.7197879E+001, 1.3585223E+002
 1.3210140E+003, 2.0285264E+001, 9.9088020E+001, 1.3673156E+002
 1.3220204E+003, 2.0295865E+001, 1.1069383E+002, 1.3535846E+002
 1.3230031E+003, 2.0307241E+001, 1.1068909E+002, 1.3575498E+002
 1.3240203E+003, 2.0289851E+001, 9.5500296E+001, 1.3576473E+002
 1.3250051E+003, 2.0291862E+001, 9.8128619E+001, 1.3726028E+002
 1.3260182E+003, 2.0280380E+001, 9.9576438E+001, 1.3682181E+002
 1.3270177E+003, 2.0310362E+001, 1.1060236E+002, 1.3769891E+002
 1.3280089E+003, 2.0335128E+001, 1.0386452E+002, 1.3698520E+002
 1.3290044E+003, 2.0357684E+001, 1.0421445E+002, 1.3707972E+002
 1.3300077E+003, 2.0357201E+001, 1.1167936E+002, 1.3736047E+002
 1.3310064E+003, 2.0347010E+001, 8.7689789E+001, 1.3754575E+002
 1.3320084E+003, 2.0348414E+001, 7.0959284E+001, 1.3580386E+002
 1.3330144E+003, 2.0335013E+001, 9.6019449E+001, 1.3639149E+002
 1.3340117E+003, 2.0351464E+001, 5.2738616E+001, 1.3859145E+002
 1.3350218E+003, 2.0363486E+001, 9.0743802E+001, 1.3875613E+002
 1.3360119E+003, 2.0339874E+001, 9.3075314E+001, 1.3566842E+002
 1.3370126E+003, 2.0347410E+001, 9.0339841E+001, 1.3711934E+002
 1.3380147E+003, 2.0340140E+001, 9.6712873E+001, 1.3552446E+002
 1.3390147E+003, 2.0318796E+001, 1.0253759E+002, 1.3780104E+002
 1.3400048E+003, 2.0328595E+001, 9.6627394E+001, 1.3482350E+002
 1.3410067E+003, 2.0317689E+001, 1.0155562E+002, 1.3776302E+002
 1.3420201E+003, 2.0320470E+001, 8.9637430E+001, 1.3878771E+002
 1.3430047E+003, 2.0295981E+001, 9.0806800E+001, 1.3823770E+002
 1.3440154E+003, 2.0306133E+001, 9.6460325E+001, 1.3813779E+002
 1.3450017E+003, 2.0305317E+001, 7.3969270E+001, 1.3737516E+002
 1.3460027E+003, 2.0327545E+001, 1.0489220E+002, 1.3652109E+002
 1.3470007E+003, 2.0324849E+001, 1.0929705E+002, 1.3539742E+002
 1.3480167E+003, 2.0328167E+001, 1.0410515E+002, 1.3538940E+002
 1.3490184E+003, 2.0346669E+001, 9.8153021E+001, 1.3746046E+002
 1.3500207E+003, 2.0314849E+001, 8.6073770E+001, 1.3796754E+002
 1.3510151E+003, 2.0330317E+001, 1.0421906E+002, 1.3710881E+002
 1.3520066E+003, 2.0370028E+001, 9.4424743E+001, 1.3800424E+002
 1.3530161E+003, 2.0364163E+001, 9.3875351E+001, 1.3781547E+002
 1.3540055E+003, 2.0335781E+001, 9.2761247E+001, 1.3367183E+002
 1.3550104E+003, 2.0326659E+001, 1.1224183E+002, 1.3322352E+002
 1.3560051E+003, 2.0314766E+001, 8.1962971E+001, 1.3348280E+002
 1.3570042E+003, 2.0337662E+001, 5.5794801E+001, 1.3592457E+002
 1.3580218E+003, 2.0366701E+001, 1.0119559E+002, 1.3512073E+002
 1.3590198E+003, 2.0323533E+001, 8.1029855E+001, 1.3318015E+002
 1.3600176E+003, 2.0341206E+001, 9.2810454E+001, 1.3330012E+002
 1.3610148E+003, 2.0299907E+001, 9.8296018E+001, 1.3456708E+002
 1.3620189E+003, 2.0289263E+001, 8.0232865E+001, 1.3483838E+002
 1.3630126E+003, 2.0299866E+001, 9.1770560E+001, 1.3412172E+002
 1.3640051E+003, 2.0302862E+001, 1.0543969E+002, 1.3368435E+002
 1.3650128E+003, 2.0299739E+001, 9.7957239E+001, 1.3313945E+002
 1.3660170E+003, 2.0318721E+001, 9.9989396E+001, 1.3349860E+002
 1.3670124E+003, 2.0333503E+001, 9.9547603E+001, 1.3496203E+002
 1.3680107E+003, 2.0354073E+001, 7.6705684E+001, 1.3687160E+002
 1.3690090E+003, 2.0332795E+001, 7.0963236E+001, 1.3823246E+002
 1.3700012E+003, 2.0344613E+001, 7.0964252E+001, 1.3637943E+002
 1.3710155E+003, 2.0354775E+001, 1.0122541E+002, 1.3778343E+002
 1.3720024E+003, 2.0336713E+001, 9.4543076E+001, 1.3761402E+002
 1.3730210E+003, 2.0338389E+001, 1.0782765E+002, 1.3604400E+002
 1.3740106E+003, 2.0345797E+001, 1.0527383E+002, 1.3584554E+002
 1.3750102E+003, 2.0332096E+001, 8.8013974E+001, 1.3587126E+002
 1.3760116E+003, 2.0298814E+001, 8.4188592E+001, 1.3557835E+002
 1.3770081E+003, 2.0292490E+001, 9.0264012E+001, 1.3583741E+002
 1.3780048E+003, 2.0285825E+001, 1.0507635E+002, 1.3526375E+002
 1.3790037E+003, 2.0281127E+001, 9.1874375E+001, 1.3338685E+002
 1.3800171E+003, 2.0313879E+001, 9.4171021E+001, 1.3572636E+002
 1.3810199E+003, 2.0342723E+001, 8.7178064E+001, 1.3555433E+002
 1.3820072E+003, 2.0340094E+001, 8.3266729E+001, 1.3538754E+002
 1.3830074E+003, 2.0301970E+001, 9.4132789E+001, 1.3771533E+002
 1.3840158E+003, 2.0306131E+001, 9.8934285E+001, 1.3643225E+002
 1.3850065E+003, 2.0310637E+001, 9.0047321E+001, 1.3436338E+002
 1.3860018E+003, 2.0308760E+001, 9.9254828E+001, 1.3516001E+002
 1.3870133E+003, 2.0317495E+001, 1.0599142E+002, 1.3445171E+002
 1.3880126E+003, 2.0308845E+001, 1.0202996E+002, 1.3602645E+002
 1.3890119E+003, 2.0318900E+001, 8.5815029E+001, 1.3397629E+002
 1.3900164E+003, 2.0358253E+001, 7.4019376E+001, 1.3322880E+002
 1.3910169E+003, 2.0349856E+001, 9.4725346E+001, 1.3329933E+002
 1.3920153E+003, 2.0345508E+001, 1.0661086E+002, 1.3523761E+002
 1.3930132E+003, 2.0349397E+001, 1.0687032E+002, 1.3777683E+002
 1.3940185E+003, 2.0377644E+001, 9.1198603E+001, 1.3515939E+002
