s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 1.3810199E+003, 6.3294476E+001,-1.8923694E+001,-4.1934932E+001,-2.6858776E+000,-3.9460482E-003, 0.0000000E+000, 0.0000000E+000,-3.9033192E-001,-2.5397346E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.3820072E+003, 6.3398679E+001,-1.8790338E+001,-4.0367652E+001,-2.7918983E+000,-3.9878363E-003, 0.0000000E+000, 0.0000000E+000, 1.5601951E+000, 1.4448030E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.3830074E+003, 6.2929738E+001,-1.8788239E+001,-4.1943161E+001,-2.8309274E+000,-3.9845908E-003, 0.0000000E+000, 0.0000000E+000,-6.5647199E-001,-6.3657365E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.3840157E+003, 6.2650334E+001,-1.8518166E+001,-4.0335192E+001,-2.6872751E+000,-3.9805904E-003, 0.0000000E+000, 0.0000000E+000, 9.1443410E-001, 1.1057214E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.3850065E+003, 6.3251642E+001,-1.9001637E+001,-4.3753704E+001,-2.7315191E+000,-3.9604810E-003, 0.0000000E+000, 0.0000000E+000,-2.1086315E+000,-2.2391783E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.3860018E+003, 6.3331580E+001,-1.8554058E+001,-3.8569777E+001,-2.5668531E+000,-3.9466265E-003, 0.0000000E+000, 0.0000000E+000, 3.4767131E+000, 3.6369452E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.3870133E+003, 6.3221975E+001,-1.8724992E+001,-4.2399581E+001,-2.5653989E+000,-3.9079419E-003, 0.0000000E+000, 0.0000000E+000,-4.2370398E-001,-4.7190526E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.3880127E+003, 6.3119032E+001,-1.8699072E+001,-4.2549823E+001,-2.6791690E+000,-3.8993496E-003, 0.0000000E+000, 0.0000000E+000,-8.4035597E-001,-8.1293084E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.3890118E+003, 6.3099892E+001,-1.8685900E+001,-4.1229095E+001,-2.5932503E+000,-3.9892575E-003, 0.0000000E+000, 0.0000000E+000, 5.4190326E-001, 5.8765686E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.3900164E+003, 6.2536326E+001,-1.8593814E+001,-4.2336582E+001,-2.5787576E+000,-3.9456612E-003, 0.0000000E+000, 0.0000000E+000,-1.0463845E+000,-9.7677215E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.3910170E+003, 6.3561367E+001,-1.8806547E+001,-3.7112593E+001,-2.7130357E+000,-3.9408138E-003, 0.0000000E+000, 0.0000000E+000, 4.8512004E+000, 4.9252505E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.3920153E+003, 6.2442618E+001,-1.8699751E+001,-4.0712303E+001,-2.9511943E+000,-3.9954564E-003, 0.0000000E+000, 0.0000000E+000, 8.0755581E-002, 7.5374331E-002, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.3930133E+003, 6.3348079E+001,-1.8993281E+001,-4.2524033E+001,-2.9691928E+000,-3.9776958E-003, 0.0000000E+000, 0.0000000E+000,-1.1499807E+000,-1.1424045E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.3940184E+003, 6.3193940E+001,-1.8820656E+001,-4.1670264E+001,-2.8367862E+000,-3.9747882E-003, 0.0000000E+000, 0.0000000E+000,-4.9012062E-002,-1.3774174E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.3950006E+003, 6.2674934E+001,-1.8762273E+001,-4.0870984E+001,-2.8873310E+000,-3.9639103E-003, 0.0000000E+000, 0.0000000E+000, 2.6957019E-002, 1.5038188E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.3960056E+003, 6.2664250E+001,-1.8698448E+001,-4.2469153E+001,-2.8094753E+000,-3.9874756E-003, 0.0000000E+000, 0.0000000E+000,-1.3326188E+000,-1.3168132E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.3970065E+003, 6.3486320E+001,-1.9151884E+001,-4.0929904E+001,-2.9896188E+000,-3.9720651E-003, 0.0000000E+000, 0.0000000E+000, 2.3475578E-001, 4.1094211E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.3980051E+003, 6.3235115E+001,-1.8801914E+001,-4.2450208E+001,-2.7493663E+000,-3.9433935E-003, 0.0000000E+000, 0.0000000E+000,-7.6291252E-001,-7.7031617E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.3990198E+003, 6.2758766E+001,-1.8765864E+001,-4.0528527E+001,-2.6438359E+000,-3.8652352E-003, 0.0000000E+000, 0.0000000E+000, 7.4731392E-001, 8.1667414E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4000197E+003, 6.3280536E+001,-1.8596062E+001,-4.3877966E+001,-2.5100932E+000,-3.9933721E-003, 0.0000000E+000, 0.0000000E+000,-1.6710809E+000,-1.7075775E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4010095E+003, 6.2618529E+001,-1.8682582E+001,-3.9413026E+001,-2.5681336E+000,-3.9830634E-003, 0.0000000E+000, 0.0000000E+000, 1.9040276E+000, 1.9508038E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4020175E+003, 6.3268082E+001,-1.8900305E+001,-4.5287468E+001,-2.5399187E+000,-3.9630656E-003, 0.0000000E+000, 0.0000000E+000,-3.5476197E+000,-3.4635725E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4030134E+003, 6.3481324E+001,-1.8711453E+001,-3.9516612E+001,-2.4756120E+000,-3.9680492E-003, 0.0000000E+000, 0.0000000E+000, 2.6816347E+000, 2.7736794E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4040126E+003, 6.2926769E+001,-1.8819468E+001,-4.4973775E+001,-2.6116799E+000,-4.0108420E-003, 0.0000000E+000, 0.0000000E+000,-3.3888082E+000,-3.4821655E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4050164E+003, 6.2464598E+001,-1.8470497E+001,-4.2411595E+001,-2.5668209E+000,-3.9230433E-003, 0.0000000E+000, 0.0000000E+000,-9.9254227E-001,-9.8823776E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4060135E+003, 6.3473206E+001,-1.8876511E+001,-4.0912049E+001,-2.7652998E+000,-3.9338151E-003, 0.0000000E+000, 0.0000000E+000, 8.1899175E-001, 9.1541277E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4070120E+003, 6.2339970E+001,-1.8532462E+001,-4.0054065E+001,-2.9141011E+000,-3.8940970E-003, 0.0000000E+000, 0.0000000E+000, 8.3461017E-001, 8.3544763E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4080165E+003, 6.4271517E+001,-1.9230800E+001,-4.1236408E+001,-2.7307272E+000,-3.9400096E-003, 0.0000000E+000, 0.0000000E+000, 1.0662246E+000, 1.0696421E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4090116E+003, 6.2651423E+001,-1.8362982E+001,-3.7786271E+001,-2.5565593E+000,-3.9835750E-003, 0.0000000E+000, 0.0000000E+000, 4.0159228E+000, 3.9416275E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4100035E+003, 6.2894227E+001,-1.8766659E+001,-4.4498997E+001,-2.3712498E+000,-3.9269562E-003, 0.0000000E+000, 0.0000000E+000,-2.7871932E+000,-2.7466057E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4110027E+003, 6.3151856E+001,-1.8630515E+001,-4.0876649E+001,-2.2508098E+000,-3.9005434E-003, 0.0000000E+000, 0.0000000E+000, 1.2283363E+000, 1.3899816E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4120060E+003, 6.2723904E+001,-1.8553058E+001,-4.1839195E+001,-2.3227578E+000,-3.9542762E-003, 0.0000000E+000, 0.0000000E+000, 1.0372374E-002, 4.9381863E-003, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4130155E+003, 6.2981608E+001,-1.8680741E+001,-4.3292017E+001,-2.4120197E+000,-3.9706506E-003, 0.0000000E+000, 0.0000000E+000,-1.5829352E+000,-1.4071414E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4140045E+003, 6.2976911E+001,-1.8578276E+001,-3.8765108E+001,-2.4967546E+000,-3.9959456E-003, 0.0000000E+000, 0.0000000E+000, 3.3026917E+000, 3.1327764E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4150121E+003, 6.3084876E+001,-1.8812488E+001,-4.2577433E+001,-2.6482918E+000,-3.9585680E-003, 0.0000000E+000, 0.0000000E+000,-1.1234578E+000,-9.5729577E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4160022E+003, 6.2826140E+001,-1.8597104E+001,-4.0832540E+001,-2.7290619E+000,-4.0178421E-003, 0.0000000E+000, 0.0000000E+000, 6.3219788E-001, 6.6341693E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4170050E+003, 6.3533833E+001,-1.8835339E+001,-4.0826804E+001,-2.7111351E+000,-4.0121928E-003, 0.0000000E+000, 0.0000000E+000, 1.2235274E+000, 1.1565430E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4180161E+003, 6.3219836E+001,-1.8981722E+001,-3.9802791E+001,-2.6589723E+000,-3.9897168E-003, 0.0000000E+000, 0.0000000E+000, 1.6034793E+000, 1.7723614E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4190154E+003, 6.3018544E+001,-1.8849524E+001,-3.7351213E+001,-2.8034225E+000,-3.9617328E-003, 0.0000000E+000, 0.0000000E+000, 4.0385759E+000, 4.0104233E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4200166E+003, 6.2632268E+001,-1.8660867E+001,-4.6720350E+001,-2.8926840E+000,-3.9830898E-003, 0.0000000E+000, 0.0000000E+000,-5.6512213E+000,-5.6456167E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4210027E+003, 6.2763480E+001,-1.8679116E+001,-3.7562775E+001,-2.8493005E+000,-3.9824254E-003, 0.0000000E+000, 0.0000000E+000, 3.6595320E+000, 3.6683060E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4220089E+003, 6.2899084E+001,-1.8865050E+001,-4.5656873E+001,-2.8351126E+000,-3.9287210E-003, 0.0000000E+000, 0.0000000E+000,-4.5883286E+000,-4.4618794E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4230021E+003, 6.3378181E+001,-1.8891464E+001,-4.1039771E+001,-2.5596755E+000,-3.9131818E-003, 0.0000000E+000, 0.0000000E+000, 7.9631882E-001, 8.8335759E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4240187E+003, 6.3009097E+001,-1.8803832E+001,-4.4389536E+001,-2.5428194E+000,-3.9625942E-003, 0.0000000E+000, 0.0000000E+000,-2.6803328E+000,-2.7310525E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4250035E+003, 6.3227208E+001,-1.8597751E+001,-3.4992017E+001,-2.6833003E+000,-4.0403615E-003, 0.0000000E+000, 0.0000000E+000, 6.9244356E+000, 6.9501000E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4260138E+003, 6.2992669E+001,-1.8775737E+001,-4.9664067E+001,-2.6584781E+000,-3.9603974E-003, 0.0000000E+000, 0.0000000E+000,-8.0868639E+000,-8.1095727E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4270032E+003, 6.3030501E+001,-1.8662570E+001,-3.9047433E+001,-2.5160580E+000,-3.9604683E-003, 0.0000000E+000, 0.0000000E+000, 2.6766983E+000, 2.8004797E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4280057E+003, 6.2792187E+001,-1.8610886E+001,-4.1746251E+001,-2.4010460E+000,-3.9558018E-003, 0.0000000E+000, 0.0000000E+000, 9.2157213E-002, 3.0048378E-002, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4290068E+003, 6.3339728E+001,-1.8894951E+001,-4.1871949E+001,-2.4167453E+000,-3.9682301E-003, 0.0000000E+000, 0.0000000E+000, 1.5945379E-001, 1.5211397E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4300184E+003, 6.3015068E+001,-1.8682344E+001,-4.2275990E+001,-2.5483234E+000,-3.8857807E-003, 0.0000000E+000, 0.0000000E+000,-4.7522008E-001,-4.9547504E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4310076E+003, 6.2960858E+001,-1.8882486E+001,-4.2807430E+001,-2.6914778E+000,-3.9701195E-003, 0.0000000E+000, 0.0000000E+000,-1.5126329E+000,-1.4245060E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4320007E+003, 6.3051067E+001,-1.8545879E+001,-4.0389701E+001,-2.6514024E+000,-3.9161223E-003, 0.0000000E+000, 0.0000000E+000, 1.4529434E+000, 1.4601686E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4330161E+003, 6.3309900E+001,-1.8912272E+001,-4.3559789E+001,-2.7617332E+000,-3.9647039E-003, 0.0000000E+000, 0.0000000E+000,-1.9701545E+000,-1.9278593E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4340092E+003, 6.2857583E+001,-1.8697674E+001,-3.7462541E+001,-2.8195407E+000,-3.9221915E-003, 0.0000000E+000, 0.0000000E+000, 3.8788570E+000, 3.8739057E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4350040E+003, 6.2813392E+001,-1.8629915E+001,-4.3173055E+001,-2.7956419E+000,-3.9584204E-003, 0.0000000E+000, 0.0000000E+000,-1.8151668E+000,-1.7891785E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4360096E+003, 6.3149429E+001,-1.8858254E+001,-4.2360024E+001,-2.6388911E+000,-3.9759404E-003, 0.0000000E+000, 0.0000000E+000,-6.3876381E-001,-7.1171626E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4370001E+003, 6.2915416E+001,-1.8756403E+001,-4.1385401E+001,-2.6596296E+000,-3.9854605E-003, 0.0000000E+000, 0.0000000E+000, 2.1112236E-001, 1.0999656E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4380123E+003, 6.3103331E+001,-1.8749621E+001,-4.2286900E+001,-2.6972366E+000,-3.9749707E-003, 0.0000000E+000, 0.0000000E+000,-7.7335240E-001,-6.3440139E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4390100E+003, 6.3511175E+001,-1.8897815E+001,-4.1659847E+001,-2.5933736E+000,-3.9691724E-003, 0.0000000E+000, 0.0000000E+000, 5.1006890E-001, 3.5616962E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4400227E+003, 6.3075033E+001,-1.8870522E+001,-4.2340637E+001,-2.6169843E+000,-3.9605893E-003, 0.0000000E+000, 0.0000000E+000,-9.3600664E-001,-7.5707137E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4410044E+003, 6.2475519E+001,-1.8489873E+001,-3.9204320E+001,-2.6137177E+000,-3.9391884E-003, 0.0000000E+000, 0.0000000E+000, 2.2072961E+000, 2.1636701E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4420017E+003, 6.3014904E+001,-1.8909554E+001,-4.5929893E+001,-2.6166555E+000,-3.9411181E-003, 0.0000000E+000, 0.0000000E+000,-4.4875910E+000,-4.4451384E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4430120E+003, 6.2818680E+001,-1.8643591E+001,-3.7474922E+001,-2.8513839E+000,-3.9508462E-003, 0.0000000E+000, 0.0000000E+000, 3.8839780E+000, 3.8448321E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4440229E+003, 6.3406525E+001,-1.9065552E+001,-4.2406885E+001,-2.9956157E+000,-3.9105323E-003, 0.0000000E+000, 0.0000000E+000,-9.7544017E-001,-1.0654382E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4450250E+003, 6.2805256E+001,-1.8610716E+001,-4.0539702E+001,-2.8218903E+000,-3.9210514E-003, 0.0000000E+000, 0.0000000E+000, 8.3820610E-001, 8.2902626E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4460072E+003, 6.3044721E+001,-1.8682319E+001,-4.5009820E+001,-2.7083360E+000,-3.9169903E-003, 0.0000000E+000, 0.0000000E+000,-3.4639781E+000,-3.3596713E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4470012E+003, 6.3292096E+001,-1.8651494E+001,-3.8534398E+001,-2.4958946E+000,-3.9124899E-003, 0.0000000E+000, 0.0000000E+000, 3.5873473E+000, 3.6063958E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4480049E+003, 6.3269777E+001,-1.8994759E+001,-4.5268201E+001,-2.4736999E+000,-4.0084231E-003, 0.0000000E+000, 0.0000000E+000,-3.6042476E+000,-3.4708908E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4490060E+003, 6.3275396E+001,-1.8852130E+001,-3.7548312E+001,-2.3825394E+000,-4.0195202E-003, 0.0000000E+000, 0.0000000E+000, 4.5346655E+000, 4.4883952E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4500129E+003, 6.3207657E+001,-1.8773127E+001,-4.6463702E+001,-2.3362069E+000,-4.0291684E-003, 0.0000000E+000, 0.0000000E+000,-4.3533357E+000,-4.3694076E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4510128E+003, 6.2767771E+001,-1.8705608E+001,-4.1322305E+001,-2.4408638E+000,-3.9951328E-003, 0.0000000E+000, 0.0000000E+000, 3.2900180E-001, 2.9499811E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4520140E+003, 6.2551305E+001,-1.8307940E+001,-4.2272370E+001,-2.5389315E+000,-3.9546429E-003, 0.0000000E+000, 0.0000000E+000,-6.8624079E-001,-5.7189188E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4530199E+003, 6.3902660E+001,-1.9229098E+001,-3.9641783E+001,-2.3772620E+000,-3.9185724E-003, 0.0000000E+000, 0.0000000E+000, 2.7274347E+000, 2.6505986E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4540055E+003, 6.3055349E+001,-1.8408119E+001,-4.3739654E+001,-2.4904464E+000,-4.0063455E-003, 0.0000000E+000, 0.0000000E+000,-1.7313681E+000,-1.5868768E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4550049E+003, 6.2559098E+001,-1.8646429E+001,-4.0978634E+001,-2.6520180E+000,-3.9386897E-003, 0.0000000E+000, 0.0000000E+000, 2.5693055E-001, 2.7807843E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4560189E+003, 6.3777934E+001,-1.8990293E+001,-4.1355318E+001,-2.4945897E+000,-3.9404042E-003, 0.0000000E+000, 0.0000000E+000, 9.7402267E-001, 9.3379347E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4570077E+003, 6.2198315E+001,-1.8570908E+001,-4.2691087E+001,-2.5496002E+000,-3.9962857E-003, 0.0000000E+000, 0.0000000E+000,-1.6574773E+000,-1.6172761E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4580170E+003, 6.2953922E+001,-1.8657749E+001,-4.1802638E+001,-2.3536589E+000,-3.9361598E-003, 0.0000000E+000, 0.0000000E+000, 1.5084306E-001, 1.3593943E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4590043E+003, 6.3513010E+001,-1.8957490E+001,-4.1060845E+001,-2.5147234E+000,-3.8936707E-003, 0.0000000E+000, 0.0000000E+000, 8.9068352E-001, 9.7605772E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4600184E+003, 6.2875067E+001,-1.8608117E+001,-4.1981852E+001,-2.7205639E+000,-3.9706745E-003, 0.0000000E+000, 0.0000000E+000,-4.4839585E-001,-4.3943746E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4610114E+003, 6.2570790E+001,-1.8914784E+001,-4.1577823E+001,-2.7098117E+000,-3.8972483E-003, 0.0000000E+000, 0.0000000E+000,-6.8607967E-001,-6.3552524E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4620009E+003, 6.3261636E+001,-1.8692565E+001,-3.9467468E+001,-2.6151991E+000,-3.9906530E-003, 0.0000000E+000, 0.0000000E+000, 2.4209162E+000, 2.4824129E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4630096E+003, 6.3058804E+001,-1.9006138E+001,-4.3449154E+001,-2.6185655E+000,-3.9375581E-003, 0.0000000E+000, 0.0000000E+000,-1.9036439E+000,-2.0189907E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4640001E+003, 6.2960181E+001,-1.8619227E+001,-3.7801691E+001,-2.6772168E+000,-3.9622539E-003, 0.0000000E+000, 0.0000000E+000, 3.6985539E+000, 3.8580840E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4650189E+003, 6.2655821E+001,-1.8790329E+001,-4.7056880E+001,-2.8347878E+000,-3.9471770E-003, 0.0000000E+000, 0.0000000E+000,-5.9722291E+000,-6.0301223E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4660154E+003, 6.3030152E+001,-1.8858795E+001,-3.7662877E+001,-2.7854381E+000,-3.9202542E-003, 0.0000000E+000, 0.0000000E+000, 3.5742507E+000, 3.7191207E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4670134E+003, 6.3142761E+001,-1.8857273E+001,-3.9802984E+001,-2.6832449E+000,-3.9624096E-003, 0.0000000E+000, 0.0000000E+000, 1.9405189E+000, 1.7952971E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4680081E+003, 6.4172299E+001,-1.9422548E+001,-4.5931982E+001,-2.5427472E+000,-3.9680064E-003, 0.0000000E+000, 0.0000000E+000,-3.8245311E+000,-3.7289470E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4690190E+003, 6.2517219E+001,-1.8411245E+001,-3.8644568E+001,-2.4162398E+000,-4.0076580E-003, 0.0000000E+000, 0.0000000E+000, 3.0460547E+000, 3.0411589E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4700173E+003, 6.2651206E+001,-1.8702672E+001,-4.4773007E+001,-2.4774701E+000,-3.9393140E-003, 0.0000000E+000, 0.0000000E+000,-3.3145295E+000,-3.3058819E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4710073E+003, 6.3200909E+001,-1.8813275E+001,-4.0331504E+001,-2.4061531E+000,-3.9703634E-003, 0.0000000E+000, 0.0000000E+000, 1.6933556E+000, 1.6460069E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4720011E+003, 6.2676613E+001,-1.8686304E+001,-4.2505760E+001,-2.4223692E+000,-3.9338891E-003, 0.0000000E+000, 0.0000000E+000,-1.0425865E+000,-9.4175431E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4730101E+003, 6.3484005E+001,-1.9037914E+001,-4.3973371E+001,-2.6015246E+000,-3.9206151E-003, 0.0000000E+000, 0.0000000E+000,-2.1702489E+000,-2.1327251E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4740214E+003, 6.2747346E+001,-1.8472229E+001,-3.7803537E+001,-2.5773319E+000,-3.9073548E-003, 0.0000000E+000, 0.0000000E+000, 3.8665109E+000, 3.8903400E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4750157E+003, 6.2777563E+001,-1.8833674E+001,-4.5268641E+001,-2.5854088E+000,-3.9909772E-003, 0.0000000E+000, 0.0000000E+000,-3.8558208E+000,-3.9141527E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4760101E+003, 6.3621196E+001,-1.8968035E+001,-3.9808334E+001,-2.5627660E+000,-4.0089234E-003, 0.0000000E+000, 0.0000000E+000, 2.1700351E+000, 2.2780522E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4770034E+003, 6.2426965E+001,-1.8462865E+001,-4.2102733E+001,-2.6209621E+000,-3.9230783E-003, 0.0000000E+000, 0.0000000E+000,-7.1888985E-001,-7.6351772E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4780172E+003, 6.3991070E+001,-1.8954981E+001,-4.4568782E+001,-2.5935579E+000,-3.9812818E-003, 0.0000000E+000, 0.0000000E+000,-2.2983846E+000,-2.1302315E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4790031E+003, 6.2585077E+001,-1.8524955E+001,-3.9972609E+001,-2.4402338E+000,-3.9767637E-003, 0.0000000E+000, 0.0000000E+000, 1.7831230E+000, 1.6433024E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4800106E+003, 6.3285685E+001,-1.8859344E+001,-4.1195035E+001,-2.4659335E+000,-3.9952280E-003, 0.0000000E+000, 0.0000000E+000, 7.0176512E-001, 7.6137791E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4810211E+003, 6.2672266E+001,-1.8510879E+001,-4.1350270E+001,-2.2686393E+000,-3.9196258E-003, 0.0000000E+000, 0.0000000E+000, 5.5801339E-001, 5.3855817E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4820095E+003, 6.2869578E+001,-1.8617902E+001,-4.4740429E+001,-2.3935644E+000,-3.9080271E-003, 0.0000000E+000, 0.0000000E+000,-2.9387014E+000,-2.8862250E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4830165E+003, 6.3088903E+001,-1.8862573E+001,-4.0066109E+001,-2.5195322E+000,-3.9380358E-003, 0.0000000E+000, 0.0000000E+000, 1.6257461E+000, 1.6367508E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4840159E+003, 6.3061393E+001,-1.8784936E+001,-4.3813169E+001,-2.6134837E+000,-3.9491558E-003, 0.0000000E+000, 0.0000000E+000,-2.1912551E+000,-2.1541455E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4850173E+003, 6.3028273E+001,-1.8744379E+001,-3.8514074E+001,-2.5928915E+000,-3.9794160E-003, 0.0000000E+000, 0.0000000E+000, 3.1981084E+000, 3.1729486E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4860140E+003, 6.2538822E+001,-1.8513026E+001,-4.3541683E+001,-2.5859252E+000,-3.9068125E-003, 0.0000000E+000, 0.0000000E+000,-2.1629336E+000,-2.1057185E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 1.4870009E+003, 6.3096026E+001,-1.8790142E+001,-4.0731144E+001,-2.3864885E+000,-3.9559617E-003, 0.0000000E+000, 0.0000000E+000, 1.1624261E+000, 1.1842957E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
