s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 2.2230440E+002, 1.6280864E+002,-7.3998853E+001,-3.1498059E+001,-5.1077073E+001, 8.6827660E-001, 0.0000000E+000, 0.0000000E+000, 7.8110104E+000, 7.1029313E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.2260332E+002, 1.6137928E+002,-7.2661049E+001,-3.4115899E+001,-5.1200360E+001, 8.3741138E-001, 0.0000000E+000, 0.0000000E+000, 5.9350355E+000, 4.2393889E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.2290526E+002, 1.6035658E+002,-7.1269753E+001,-3.6392204E+001,-5.1029783E+001, 8.5372040E-001, 0.0000000E+000, 0.0000000E+000, 3.9183769E+000, 2.5185613E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.2320953E+002, 1.5565067E+002,-7.0285924E+001,-3.4493675E+001,-5.0820133E+001, 8.3914766E-001, 0.0000000E+000, 0.0000000E+000, 7.3777911E-001, 8.9008420E-001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.2350491E+002, 1.6742294E+002,-7.1537088E+001,-3.3599002E+001,-5.0944261E+001, 8.6558427E-001, 0.0000000E+000, 0.0000000E+000, 9.5796315E+000, 1.2208172E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.2380898E+002, 1.5712446E+002,-6.9548927E+001,-3.5563313E+001,-5.0278133E+001, 8.6118355E-001, 0.0000000E+000, 0.0000000E+000, 1.6021874E+000, 2.5952754E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.2410989E+002, 1.6374268E+002,-7.1309059E+001,-3.3968916E+001,-5.0252542E+001, 8.6298114E-001, 0.0000000E+000, 0.0000000E+000, 7.7590196E+000, 9.0751469E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.2440685E+002, 1.5056340E+002,-6.7213580E+001,-3.1197896E+001,-5.0342482E+001, 8.4834910E-001, 0.0000000E+000, 0.0000000E+000, 2.0220981E+000, 2.6577906E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.2470163E+002, 1.6039178E+002,-6.8525459E+001,-3.2623240E+001,-4.9864369E+001, 8.4611348E-001, 0.0000000E+000, 0.0000000E+000, 1.0487057E+001, 1.0224823E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.2500807E+002, 1.7151974E+002,-7.2824073E+001,-3.3566994E+001,-4.9719044E+001, 8.4847065E-001, 0.0000000E+000, 0.0000000E+000, 1.5239160E+001, 1.6258099E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.2531216E+002, 1.5390202E+002,-6.8637008E+001,-3.9151869E+001,-4.9729787E+001, 8.5338169E-001, 0.0000000E+000, 0.0000000E+000,-1.3694126E+000,-2.7632585E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.2561208E+002, 1.6109912E+002,-6.9733294E+001,-3.8658749E+001,-4.9542817E+001, 8.7716671E-001, 0.0000000E+000, 0.0000000E+000, 5.0017376E+000, 4.0414245E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.2590172E+002, 1.5719697E+002,-6.9581798E+001,-3.2924753E+001,-4.9243603E+001, 8.9014721E-001, 0.0000000E+000, 0.0000000E+000, 7.5857541E+000, 6.3369639E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.2620467E+002, 1.6654395E+002,-7.5251276E+001,-3.3538673E+001,-4.9239840E+001, 9.1919885E-001, 0.0000000E+000, 0.0000000E+000, 1.0560731E+001, 9.4333591E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.2651027E+002, 1.6108137E+002,-7.1214803E+001,-3.7392787E+001,-4.9697086E+001, 8.8880131E-001, 0.0000000E+000, 0.0000000E+000, 3.2078178E+000, 3.6654915E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.2680412E+002, 1.6222686E+002,-7.0425736E+001,-3.5468984E+001,-5.0038689E+001, 8.8018971E-001, 0.0000000E+000, 0.0000000E+000, 5.3787438E+000, 7.1736378E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.2710672E+002, 1.5365858E+002,-6.8501776E+001,-3.1956341E+001,-5.0516466E+001, 8.7400985E-001, 0.0000000E+000, 0.0000000E+000, 5.3579847E+000, 3.5580041E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.2740065E+002, 1.5714530E+002,-7.3835876E+001,-3.5701370E+001,-5.0397330E+001, 8.6360146E-001, 0.0000000E+000, 0.0000000E+000,-1.6631187E+000,-1.9256778E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.2770190E+002, 1.5788947E+002,-7.0681264E+001,-3.6208359E+001,-5.0058319E+001, 8.4994359E-001, 0.0000000E+000, 0.0000000E+000, 1.5891847E+000, 1.7914753E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.2800070E+002, 1.6682262E+002,-7.1411075E+001,-3.5306889E+001,-5.0263295E+001, 8.9559077E-001, 0.0000000E+000, 0.0000000E+000, 9.3468559E+000, 1.0736949E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.2830569E+002, 1.5698396E+002,-6.9977663E+001,-3.6327195E+001,-5.0322578E+001, 8.6662212E-001, 0.0000000E+000, 0.0000000E+000, 1.8570207E+000, 1.2231470E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.2860718E+002, 1.5981577E+002,-7.3021250E+001,-3.6643403E+001,-4.9973705E+001, 8.6448159E-001, 0.0000000E+000, 0.0000000E+000, 1.1651172E+000, 1.0418937E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.2890158E+002, 1.5432151E+002,-7.1823331E+001,-3.7948102E+001,-5.0016826E+001, 8.4139867E-001, 0.0000000E+000, 0.0000000E+000,-4.4558111E+000,-4.6253454E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.2920609E+002, 1.7071107E+002,-7.4671925E+001,-3.5868168E+001,-5.0195728E+001, 8.4394657E-001, 0.0000000E+000, 0.0000000E+000, 8.2728823E+000, 1.0819194E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.2950743E+002, 1.5556048E+002,-6.8831123E+001,-3.3521801E+001,-5.0155985E+001, 8.6846202E-001, 0.0000000E+000, 0.0000000E+000, 4.0723155E+000, 3.9200297E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.2980231E+002, 1.5735327E+002,-7.1258490E+001,-3.3805860E+001,-5.0173261E+001, 8.6668491E-001, 0.0000000E+000, 0.0000000E+000, 3.6769911E+000, 2.9823408E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3011212E+002, 1.5926429E+002,-7.1055511E+001,-3.1664870E+001,-5.0416924E+001, 8.4632752E-001, 0.0000000E+000, 0.0000000E+000, 6.7218616E+000, 6.9733158E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3040419E+002, 1.5987336E+002,-7.0902552E+001,-3.2578358E+001,-5.0474726E+001, 8.4870951E-001, 0.0000000E+000, 0.0000000E+000, 6.3406431E+000, 6.7664289E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3070639E+002, 1.6267258E+002,-7.5628720E+001,-3.6176896E+001,-5.0375360E+001, 8.6980175E-001, 0.0000000E+000, 0.0000000E+000, 2.0162130E+000, 1.3614045E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3100375E+002, 1.6191601E+002,-7.1915415E+001,-3.5551440E+001,-5.0527152E+001, 8.6390417E-001, 0.0000000E+000, 0.0000000E+000, 6.2661522E+000, 4.7859021E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3130110E+002, 1.5936296E+002,-6.9747782E+001,-3.4342126E+001,-5.0431515E+001, 8.7651659E-001, 0.0000000E+000, 0.0000000E+000, 6.5883289E+000, 5.7180511E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3160832E+002, 1.5517460E+002,-7.0093248E+001,-3.4565573E+001,-5.0301073E+001, 8.4692472E-001, 0.0000000E+000, 0.0000000E+000, 1.6862478E+000, 1.0616255E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3190604E+002, 1.6782121E+002,-7.0845567E+001,-3.9880539E+001,-5.0588192E+001, 8.5108022E-001, 0.0000000E+000, 0.0000000E+000, 5.3628630E+000, 7.3579920E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3221004E+002, 1.5749509E+002,-7.2183354E+001,-3.9523546E+001,-5.0357225E+001, 8.6106909E-001, 0.0000000E+000, 0.0000000E+000,-3.7987164E+000,-3.7079615E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3250859E+002, 1.6438055E+002,-7.3599857E+001,-3.4229417E+001,-5.0245150E+001, 8.7740969E-001, 0.0000000E+000, 0.0000000E+000, 6.3925855E+000, 7.1835404E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3280598E+002, 1.5702150E+002,-7.0324676E+001,-3.0699781E+001,-5.0116524E+001, 8.6992546E-001, 0.0000000E+000, 0.0000000E+000, 6.6916162E+000, 6.7504461E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3310371E+002, 1.5236490E+002,-7.0864039E+001,-3.1100920E+001,-5.0186289E+001, 8.3024921E-001, 0.0000000E+000, 0.0000000E+000, 1.9885425E+000, 1.0439004E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3340149E+002, 1.6296993E+002,-7.1894276E+001,-3.3013376E+001,-5.0072854E+001, 8.8004401E-001, 0.0000000E+000, 0.0000000E+000, 9.0073527E+000, 8.8694656E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3370699E+002, 1.5960161E+002,-7.1256099E+001,-3.4742316E+001,-5.0721285E+001, 8.3810741E-001, 0.0000000E+000, 0.0000000E+000, 4.4232873E+000, 3.7200124E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3400075E+002, 1.6507464E+002,-7.1539699E+001,-3.7754716E+001,-5.0827248E+001, 8.5684933E-001, 0.0000000E+000, 0.0000000E+000, 5.6810662E+000, 5.8098257E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3430821E+002, 1.5467552E+002,-7.2003539E+001,-3.9427640E+001,-5.1097683E+001, 8.6817538E-001, 0.0000000E+000, 0.0000000E+000,-5.7972572E+000,-6.9851689E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3460402E+002, 1.5689667E+002,-7.1035908E+001,-3.7915043E+001,-5.1314536E+001, 8.5699864E-001, 0.0000000E+000, 0.0000000E+000,-3.2527688E+000,-2.5118136E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3490155E+002, 1.6106499E+002,-7.1532753E+001,-3.4853003E+001,-5.0981164E+001, 8.6760032E-001, 0.0000000E+000, 0.0000000E+000, 3.2817883E+000, 4.5656745E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3520474E+002, 1.6556131E+002,-7.4621465E+001,-3.8018073E+001,-5.0799886E+001, 8.7421393E-001, 0.0000000E+000, 0.0000000E+000, 2.8232413E+000, 2.9961041E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3550717E+002, 1.5988254E+002,-6.9969522E+001,-3.4988022E+001,-5.0573250E+001, 8.7509552E-001, 0.0000000E+000, 0.0000000E+000, 4.1878313E+000, 5.2268447E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3580109E+002, 1.6140658E+002,-7.0048380E+001,-3.4013047E+001,-5.0268895E+001, 8.7767876E-001, 0.0000000E+000, 0.0000000E+000, 7.8304857E+000, 7.9539351E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3610744E+002, 1.5061909E+002,-6.9200491E+001,-3.3526887E+001,-5.0117504E+001, 8.4698751E-001, 0.0000000E+000, 0.0000000E+000,-1.2542939E+000,-1.3788049E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3641068E+002, 1.6980511E+002,-7.4501905E+001,-3.2545577E+001,-4.9760601E+001, 8.6025758E-001, 0.0000000E+000, 0.0000000E+000, 1.2992964E+001, 1.3857282E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3670016E+002, 1.5600478E+002,-7.2832843E+001,-3.2599157E+001,-4.9468691E+001, 8.5861737E-001, 0.0000000E+000, 0.0000000E+000, 3.5506044E+000, 1.9627085E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3700578E+002, 1.6005516E+002,-7.3558251E+001,-3.2873081E+001,-4.9831372E+001, 8.5454585E-001, 0.0000000E+000, 0.0000000E+000, 5.4184018E+000, 4.6469970E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3730768E+002, 1.5764842E+002,-7.0521706E+001,-3.6533605E+001,-5.0039454E+001, 8.6821261E-001, 0.0000000E+000, 0.0000000E+000, 1.9778806E+000, 1.4218703E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3760197E+002, 1.5846651E+002,-7.1065315E+001,-3.6925141E+001,-5.0352284E+001, 8.4701411E-001, 0.0000000E+000, 0.0000000E+000, 1.9677727E+000, 9.7078777E-001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3790341E+002, 1.6238998E+002,-7.4131496E+001,-3.5206069E+001,-5.0487188E+001, 8.2836773E-001, 0.0000000E+000, 0.0000000E+000, 2.9832760E+000, 3.3935943E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3820547E+002, 1.6649034E+002,-7.3645933E+001,-3.5561167E+001,-5.0689759E+001, 8.6082151E-001, 0.0000000E+000, 0.0000000E+000, 6.1793980E+000, 7.4543003E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3850290E+002, 1.5097301E+002,-7.0726617E+001,-3.6222274E+001,-5.1028583E+001, 8.6420288E-001, 0.0000000E+000, 0.0000000E+000,-6.6965424E+000,-6.1402649E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3880493E+002, 1.6058537E+002,-7.1301480E+001,-3.3305526E+001,-5.0877642E+001, 8.5308046E-001, 0.0000000E+000, 0.0000000E+000, 4.5204236E+000, 5.9537972E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3910696E+002, 1.6392385E+002,-7.6766872E+001,-3.0299995E+001,-5.0763084E+001, 8.7849486E-001, 0.0000000E+000, 0.0000000E+000, 7.1094090E+000, 6.9723969E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3941068E+002, 1.5988178E+002,-7.4936675E+001,-3.1480301E+001,-5.1096600E+001, 8.5451794E-001, 0.0000000E+000, 0.0000000E+000, 4.2658443E+000, 3.2227191E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.3970871E+002, 1.7164135E+002,-7.3449453E+001,-3.4180019E+001,-5.1149532E+001, 8.8713980E-001, 0.0000000E+000, 0.0000000E+000, 1.2135773E+001, 1.3749482E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4000473E+002, 1.4667181E+002,-6.9222112E+001,-3.0299625E+001,-5.0753462E+001, 8.6178077E-001, 0.0000000E+000, 0.0000000E+000,-5.8209958E-001,-2.7416097E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4030530E+002, 1.6474712E+002,-7.5178800E+001,-3.1950412E+001,-5.0870682E+001, 8.8044395E-001, 0.0000000E+000, 0.0000000E+000, 7.9473510E+000, 7.6276720E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4060913E+002, 1.6108730E+002,-7.0746417E+001,-3.8558081E+001,-5.0942135E+001, 8.6421822E-001, 0.0000000E+000, 0.0000000E+000, 2.5377335E+000, 1.7048843E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4090105E+002, 1.4493973E+002,-6.9385533E+001,-3.6319197E+001,-5.0637795E+001, 8.4622393E-001, 0.0000000E+000, 0.0000000E+000,-8.6206266E+000,-1.0556569E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4121036E+002, 1.6466904E+002,-7.0877236E+001,-3.5927226E+001,-4.9951159E+001, 8.4968346E-001, 0.0000000E+000, 0.0000000E+000, 7.6985402E+000, 8.7631033E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4150430E+002, 1.5911359E+002,-7.3602558E+001,-3.9125338E+001,-4.9306159E+001, 8.5406450E-001, 0.0000000E+000, 0.0000000E+000,-3.4473260E+000,-2.0664023E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4180287E+002, 1.6486698E+002,-7.3092516E+001,-3.8701951E+001,-4.9313344E+001, 8.5274985E-001, 0.0000000E+000, 0.0000000E+000, 2.1901103E+000, 4.6119148E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4210255E+002, 1.4280361E+002,-6.9481260E+001,-3.8435795E+001,-4.9825523E+001, 7.9933120E-001, 0.0000000E+000, 0.0000000E+000,-1.3374291E+001,-1.4139634E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4240631E+002, 1.7523024E+002,-7.5242721E+001,-3.7484411E+001,-4.9767339E+001, 8.1276748E-001, 0.0000000E+000, 0.0000000E+000, 1.0192331E+001, 1.3548534E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4270294E+002, 1.4821678E+002,-6.9399693E+001,-3.4758073E+001,-4.9666511E+001, 8.1479510E-001, 0.0000000E+000, 0.0000000E+000,-2.9217622E+000,-4.7927037E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4300647E+002, 1.7950942E+002,-7.8385639E+001,-3.4556433E+001,-4.9703910E+001, 8.7564858E-001, 0.0000000E+000, 0.0000000E+000, 1.8203583E+001, 1.7739091E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4330429E+002, 1.5419449E+002,-7.1030087E+001,-3.9924891E+001,-5.0380358E+001, 8.3369848E-001, 0.0000000E+000, 0.0000000E+000,-2.3807201E+000,-6.3071494E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4361192E+002, 1.5948707E+002,-7.4492013E+001,-3.8938817E+001,-5.0387904E+001, 8.6348356E-001, 0.0000000E+000, 0.0000000E+000,-1.4088478E+000,-3.4681821E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4390558E+002, 1.6125009E+002,-7.4080689E+001,-3.6744756E+001,-5.0072481E+001, 8.5539019E-001, 0.0000000E+000, 0.0000000E+000, 2.3600693E+000, 1.2075565E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4420551E+002, 1.5822948E+002,-7.1649569E+001,-3.6840297E+001,-5.0341350E+001, 8.5901235E-001, 0.0000000E+000, 0.0000000E+000,-1.2486830E+000, 2.5728028E-001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4450543E+002, 1.6928040E+002,-7.2202727E+001,-3.6693841E+001,-4.9862749E+001, 8.7034573E-001, 0.0000000E+000, 0.0000000E+000, 8.5421305E+000, 1.1391428E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4480180E+002, 1.4937129E+002,-7.0725671E+001,-3.4542604E+001,-4.9510405E+001, 8.6668463E-001, 0.0000000E+000, 0.0000000E+000,-5.6137810E+000,-4.5407002E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4510443E+002, 1.6858038E+002,-7.4940355E+001,-3.3862415E+001,-4.9632240E+001, 8.5432571E-001, 0.0000000E+000, 0.0000000E+000, 8.5877045E+000, 1.0999700E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4540428E+002, 1.5546531E+002,-7.0948850E+001,-3.3313328E+001,-4.9809230E+001, 8.6739210E-001, 0.0000000E+000, 0.0000000E+000, 2.4595045E+000, 2.2612914E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4570512E+002, 1.5952511E+002,-7.4219383E+001,-3.5327304E+001,-5.0095497E+001, 8.2746622E-001, 0.0000000E+000, 0.0000000E+000, 1.3920390E+000, 7.1039686E-001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4600279E+002, 1.6695078E+002,-7.3387794E+001,-3.7289572E+001,-5.0027724E+001, 8.6802690E-001, 0.0000000E+000, 0.0000000E+000, 6.5340279E+000, 7.1137153E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4630898E+002, 1.6375330E+002,-7.2089847E+001,-3.6050108E+001,-4.9621004E+001, 8.9452105E-001, 0.0000000E+000, 0.0000000E+000, 7.4691907E+000, 6.8868666E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4660437E+002, 1.5217067E+002,-7.0539749E+001,-3.3317933E+001,-4.9870284E+001, 8.4469699E-001, 0.0000000E+000, 0.0000000E+000, 3.0222864E+000,-7.1259783E-001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4690039E+002, 1.6334189E+002,-7.3452465E+001,-3.8059893E+001,-4.9901493E+001, 8.4236678E-001, 0.0000000E+000, 0.0000000E+000, 2.5200869E+000, 2.7704020E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4720447E+002, 1.5888399E+002,-7.2791401E+001,-3.6682706E+001,-4.9271458E+001, 8.4956241E-001, 0.0000000E+000, 0.0000000E+000, 9.8696959E-001, 9.8799099E-001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4750029E+002, 1.5483350E+002,-7.1311866E+001,-3.4598798E+001,-4.9038102E+001, 8.3850627E-001, 0.0000000E+000, 0.0000000E+000,-5.5028737E-001, 7.2324427E-001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4780446E+002, 1.5230190E+002,-6.9690342E+001,-2.9517412E+001,-4.9035242E+001, 8.5324521E-001, 0.0000000E+000, 0.0000000E+000, 4.2894310E+000, 4.9121513E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4811024E+002, 1.7320542E+002,-7.2897312E+001,-3.1463183E+001,-4.8873322E+001, 8.4057421E-001, 0.0000000E+000, 0.0000000E+000, 1.7007248E+001, 2.0812179E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4840758E+002, 1.5103009E+002,-6.7736850E+001,-3.4903675E+001,-4.9094945E+001, 8.2629923E-001, 0.0000000E+000, 0.0000000E+000, 5.1197937E-001, 1.2092329E-001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4870578E+002, 1.7619302E+002,-7.4270048E+001,-3.6378095E+001,-4.9055256E+001, 8.6943314E-001, 0.0000000E+000, 0.0000000E+000, 1.4955456E+001, 1.7359055E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4901131E+002, 1.4870909E+002,-7.1527522E+001,-3.9120938E+001,-4.8971388E+001, 8.5215370E-001, 0.0000000E+000, 0.0000000E+000,-7.1025583E+000,-1.0058600E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4930988E+002, 1.6520080E+002,-7.2550384E+001,-4.1494703E+001,-4.9031901E+001, 8.5800992E-001, 0.0000000E+000, 0.0000000E+000, 2.9760911E+000, 2.9818170E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4960164E+002, 1.5979841E+002,-6.9224741E+001,-3.7361659E+001,-4.9182196E+001, 8.2411419E-001, 0.0000000E+000, 0.0000000E+000, 6.6981794E+000, 4.8539261E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.4991389E+002, 1.5241982E+002,-6.7542436E+001,-3.7439510E+001,-4.9016295E+001, 8.3744478E-001, 0.0000000E+000, 0.0000000E+000, 7.4815606E-001,-7.4097674E-001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.5020088E+002, 1.6378565E+002,-6.9751587E+001,-4.1815368E+001,-4.9000387E+001, 8.2665005E-001, 0.0000000E+000, 0.0000000E+000, 5.7223269E+000, 4.0449602E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.5050192E+002, 1.5763940E+002,-7.0666825E+001,-3.9139245E+001,-4.9068722E+001, 8.1886316E-001, 0.0000000E+000, 0.0000000E+000,-1.3805023E+000,-4.1652587E-001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.5080910E+002, 1.6025240E+002,-7.0985123E+001,-3.2723468E+001,-4.8847543E+001, 8.3660022E-001, 0.0000000E+000, 0.0000000E+000, 7.0837885E+000, 8.5328671E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.5110614E+002, 1.6383867E+002,-7.1519649E+001,-2.9039698E+001,-4.9022293E+001, 8.3665052E-001, 0.0000000E+000, 0.0000000E+000, 1.3392356E+001, 1.5093679E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.5141148E+002, 1.6401937E+002,-7.4573194E+001,-3.4740699E+001,-4.8884986E+001, 8.5771145E-001, 0.0000000E+000, 0.0000000E+000, 7.6822501E+000, 6.6781983E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.5170915E+002, 1.5318004E+002,-6.9370256E+001,-3.8233406E+001,-4.8751999E+001, 8.5115659E-001, 0.0000000E+000, 0.0000000E+000,-1.7254253E+000,-2.3244617E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.5200485E+002, 1.6880333E+002,-7.3890686E+001,-3.7009657E+001,-4.9179175E+001, 8.5871570E-001, 0.0000000E+000, 0.0000000E+000, 8.8496907E+000, 9.5825313E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.5230054E+002, 1.5731425E+002,-7.0745315E+001,-3.5157408E+001,-4.9237396E+001, 8.5094816E-001, 0.0000000E+000, 0.0000000E+000, 3.6934220E+000, 3.0250815E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.5260632E+002, 1.5434217E+002,-7.1313313E+001,-3.5363510E+001,-4.9357338E+001, 8.7878071E-001, 0.0000000E+000, 0.0000000E+000, 1.8051210E-001,-8.1321002E-001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.5291087E+002, 1.6949415E+002,-7.4353742E+001,-3.5275522E+001,-4.9146697E+001, 8.5656631E-001, 0.0000000E+000, 0.0000000E+000, 1.0934052E+001, 1.1574760E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.5320567E+002, 1.4617392E+002,-6.8750985E+001,-3.3225106E+001,-4.9084554E+001, 8.4319094E-001, 0.0000000E+000, 0.0000000E+000,-2.2532225E+000,-4.0435384E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.5350980E+002, 1.6494164E+002,-7.2276317E+001,-3.2656474E+001,-4.8975653E+001, 8.5346312E-001, 0.0000000E+000, 0.0000000E+000, 1.0635385E+001, 1.1886655E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.5380441E+002, 1.6364209E+002,-7.2908891E+001,-2.9815710E+001,-4.8865743E+001, 8.7051883E-001, 0.0000000E+000, 0.0000000E+000, 1.1621393E+001, 1.2922268E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 2.5410773E+002, 1.4975704E+002,-6.8271544E+001,-3.2689249E+001,-4.8586009E+001, 8.3275688E-001, 0.0000000E+000, 0.0000000E+000, 1.6896222E+000, 1.0429939E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
